obj_ID,alpha,delta,u,g,r,i,z,field_ID,class,fiber_ID
1.23767E+18,346.2989194,22.25751691,17.48383,16.34096,15.82576,15.59164,15.48071,178,STAR,383
1.23766E+18,122.3337519,38.78005338,23.32836,21.60789,19.77479,18.91067,18.58121,44,GALAXY,581
1.23767E+18,267.1009625,26.41151683,21.14313,19.97246,19.35656,19.10595,18.85393,120,STAR,562
1.23766E+18,192.3212316,7.510980236,23.02254,22.01074,20.41629,19.31492,18.93669,183,GALAXY,349
1.23766E+18,175.8827017,7.408145075,19.27139,17.50709,16.59691,16.2088,15.88555,74,GALAXY,152
1.23766E+18,250.7298983,21.03763806,20.3212,18.44232,17.39133,16.84113,16.34952,164,GALAXY,58
1.23766E+18,249.2426464,22.21438172,26.00617,22.35579,20.78008,19.85566,19.34591,152,GALAXY,197
1.23768E+18,7.122556345,-7.934284398,21.50137,20.00717,18.37879,17.81149,17.42349,367,GALAXY,117
1.23767E+18,232.8504286,22.05459844,18.77781,18.60556,18.48884,18.22985,18.22707,31,QSO,422
1.23766E+18,151.1545487,49.19454732,22.30284,21.06746,19.41835,18.63383,18.12162,60,GALAXY,575
1.23767E+18,348.0889224,21.56803298,17.56954,15.64554,14.89235,14.63359,14.5082,110,STAR,151
1.23768E+18,332.156615,18.98975471,25.05691,23.42472,21.82528,20.616,19.82171,53,GALAXY,397
1.23766E+18,229.2629359,33.70738484,19.90628,17.97893,17.11652,16.71767,16.42693,11,GALAXY,492
1.23768E+18,11.65846821,11.99550839,23.60686,22.44145,20.81019,19.90243,19.30494,386,GALAXY,47
1.23768E+18,10.28382317,20.43865647,19.86134,18.21495,17.17869,16.66892,16.28145,246,GALAXY,684
1.24E+18,26.95743641,19.17051314,22.49892,23.87281,21.25685,20.05237,19.55317,351,GALAXY,439
1.24E+18,218.5224991,47.83678434,20.05213,20.06299,20.0988,19.7839,19.73375,151,QSO,146
1.23766E+18,146.0970541,47.53184289,24.66697,22.50132,20.72109,19.87993,19.28146,35,GALAXY,591
1.23766E+18,144.2899481,46.54671343,22.73998,20.02231,18.39417,17.76149,17.40267,25,GALAXY,57
1.23766E+18,147.8271085,47.99313472,22.8451,23.058,21.28909,20.49209,19.7784,43,GALAXY,275
1.23766E+18,147.9306526,48.02729788,22.18023,21.71885,20.29672,19.25496,18.67444,44,GALAXY,919
1.23766E+18,258.45783,24.0278394,24.56467,21.5502,20.29033,19.53975,19.42818,403,GALAXY,269
1.23766E+18,135.2828301,48.2782837,20.9621,18.83786,17.50851,16.89248,16.46954,133,GALAXY,587
1.23768E+18,351.6282033,19.82204428,25.16733,22.86155,21.12228,19.92016,19.33872,175,GALAXY,273
1.23768E+18,343.2814432,19.01871074,22.43317,21.55346,19.65192,18.74809,18.27797,122,GALAXY,739
1.23766E+18,219.309489,-2.434847998,19.42096,19.25484,18.99208,19.02769,18.88778,67,QSO,179
1.23766E+18,127.8718863,27.83679787,24.14066,21.65608,19.44619,18.61998,18.28227,24,GALAXY,78
1.23766E+18,127.1498864,27.32255788,21.41066,19.25123,17.86983,17.31308,16.88922,18,GALAXY,187
1.23766E+18,131.4355096,30.053035,23.37185,22.1791,20.42522,19.50096,18.99577,50,GALAXY,281
1.23766E+18,132.0168339,30.3625678,21.67611,20.76549,19.04048,18.28124,17.82307,53,GALAXY,98
1.23766E+18,134.8534441,31.9885588,24.03398,21.63045,20.0075,19.17545,18.73147,73,GALAXY,837
1.23766E+18,121.6403917,32.5046315,23.99352,22.94656,21.72903,20.532,19.71381,95,GALAXY,467
1.23766E+18,137.1873485,43.59688473,19.19234,17.658,16.77064,16.33491,16.03147,205,GALAXY,611
1.23767E+18,334.4003118,22.11461765,24.33932,21.875,20.02271,19.19226,18.60947,48,GALAXY,201
1.23766E+18,229.7478772,33.31677447,17.75985,15.81423,14.90736,14.48727,14.17983,15,GALAXY,112
1.23768E+18,359.9463159,12.01931784,22.66346,19.76641,18.30627,17.73982,17.33981,310,GALAXY,914
1.23768E+18,0.417823185,11.92581184,20.61647,18.72079,17.42674,16.89155,16.47175,313,GALAXY,462
1.23768E+18,21.18926153,11.49782234,24.45046,20.81212,18.91856,18.28078,17.94042,449,GALAXY,186
1.23766E+18,9.289211993,-1.188366138,19.22952,18.09769,17.77046,17.59021,17.48909,178,GALAXY,218
1.23768E+18,8.034590912,-8.299665908,25.58434,21.60864,19.90677,19.09178,18.65233,353,GALAXY,329
1.23766E+18,178.0314783,54.19589389,20.51873,20.20638,20.21569,19.80753,19.63807,175,QSO,595
1.23766E+18,179.8384053,54.31469998,21.88256,21.55099,21.3771,21.31117,21.31675,183,QSO,907
1.23766E+18,145.493719,47.25856198,22.59135,20.5454,19.10692,18.17493,17.64589,32,STAR,864
1.23766E+18,129.0847522,4.206386205,23.79713,22.26661,20.34293,19.4929,19.10184,100,GALAXY,827
1.23768E+18,323.4598366,8.813446338,22.58904,21.70035,20.73013,19.86282,19.44488,69,GALAXY,61
1.23766E+18,137.9954786,10.77927215,20.86609,18.9593,17.74938,17.25766,16.89068,141,GALAXY,498
1.23767E+18,123.4338381,42.14058367,18.858,17.79022,17.41329,17.10297,16.98288,254,GALAXY,154
1.23767E+18,153.1578233,15.95319171,22.89553,22.7123,22.10661,21.49924,21.18987,252,GALAXY,393
1.23766E+18,177.674242,47.51911367,26.16889,23.91788,21.94958,20.78144,19.87863,354,GALAXY,392
1.23767E+18,127.9062697,14.3604894,23.56445,21.01187,19.47783,18.56565,18.08596,99,STAR,465
1.23767E+18,190.0087576,33.74689603,22.59072,20.63957,18.82594,18.22041,17.84824,476,GALAXY,148
1.23766E+18,335.5131394,-0.311128206,25.99977,22.59749,20.90382,19.97529,19.53325,192,GALAXY,471
1.23766E+18,169.8677852,7.303328654,22.47215,21.91675,20.43345,19.49465,19.07205,34,GALAXY,334
1.23768E+18,39.73863751,3.507176141,26.03595,22.92491,22.02455,20.67198,20.66685,254,GALAXY,109
1.23768E+18,39.84830332,3.557609403,26.51218,22.49687,21.92923,22.11838,22.08313,254,QSO,105
1.23766E+18,168.6214721,53.34742246,19.49174,17.98816,17.23223,16.79241,16.52183,138,GALAXY,299
1.23766E+18,175.6704957,54.20090814,24.91118,22.10831,20.13658,18.91252,18.31168,166,GALAXY,125
1.23765E+18,9.397749476,15.21840418,26.26783,22.77534,20.95301,19.78276,19.38094,211,GALAXY,683
1.23768E+18,5.519175823,30.84226834,22.9368,24.60572,22.25064,20.89134,19.99133,262,GALAXY,393
1.23768E+18,346.5547344,-1.806541633,24.39371,22.42409,21.67752,20.79871,19.9743,129,GALAXY,245
1.23768E+18,348.3570462,-1.780626697,22.96862,21.69707,20.67831,19.64295,18.98649,141,STAR,645
1.23766E+18,233.9357646,35.80052799,23.53299,22.10877,20.28676,19.3528,18.85266,52,GALAXY,393
1.23765E+18,128.6701386,1.668570387,24.70283,22.33459,20.53897,19.52479,19.12702,40,GALAXY,291
1.24E+18,141.2377382,2.140177246,21.58138,21.20605,19.3393,18.66537,18.13347,124,GALAXY,188
1.23766E+18,172.6799257,6.707852626,21.70847,21.25675,20.30685,19.26745,18.9537,390,GALAXY,974
1.23768E+18,349.387068,21.63116725,23.05693,21.73839,21.62845,21.56287,20.94722,39,STAR,718
1.23768E+18,15.54487318,21.99728157,22.13902,21.45761,21.61663,21.56292,21.11227,201,QSO,412
1.23765E+18,179.6305004,68.05954052,22.51727,22.18239,20.25807,19.31052,18.74452,156,GALAXY,796
1.23766E+18,331.9476571,-0.267837746,24.56808,23.55933,22.95602,21.57531,22.82357,168,GALAXY,82
1.23766E+18,233.4711102,31.72476632,20.81306,18.90036,17.59827,17.08834,16.74113,39,GALAXY,228
1.23766E+18,241.041779,27.5769016,19.81429,18.49925,17.62144,17.14492,16.90829,91,GALAXY,541
1.24E+18,253.4350873,18.99966312,18.26101,16.19948,15.37064,15.04637,14.92297,186,STAR,58
1.23766E+18,145.549371,47.10487469,26.04782,22.39552,20.59328,19.50705,19.22722,32,GALAXY,573
1.23766E+18,146.8165878,47.614929,26.26923,21.67016,20.02096,19.11871,18.6615,38,GALAXY,759
1.23766E+18,153.1679301,55.87887788,24.27135,24.2255,22.49268,21.07232,19.87512,222,STAR,145
1.23768E+18,2.880406064,13.16629381,24.27044,21.69652,20.77456,20.10801,19.78918,329,QSO,332
1.23766E+18,229.6963242,33.45339969,20.47756,18.62512,17.73417,17.32958,16.97775,14,GALAXY,519
1.23766E+18,238.9871441,28.62244996,19.63504,17.73838,16.77139,16.33075,15.99251,77,GALAXY,26
1.23768E+18,349.8644466,33.39021124,22.41986,21.53756,21.08427,21.7834,20.84217,62,GALAXY,468
1.23768E+18,7.526188753,3.264429589,21.42885,21.02341,20.52487,20.59163,20.52107,380,QSO,98
1.23765E+18,176.8571939,68.12157584,20.80291,18.82817,17.53895,17.04641,16.72192,149,GALAXY,455
1.23766E+18,180.4386167,54.33666243,22.00369,21.79999,21.74243,21.71099,21.27906,185,GALAXY,474
1.23766E+18,180.9648895,54.49788011,22.33831,22.04607,22.25981,22.09889,21.21136,187,QSO,420
1.23766E+18,146.8951646,47.69325274,21.13731,20.02798,19.70991,19.6315,19.78254,39,STAR,394
1.23766E+18,337.519826,-0.309739498,20.02493,17.81603,16.81763,16.35495,15.9977,206,GALAXY,176
1.23767E+18,334.6561688,22.31811299,24.16115,21.02876,19.2947,18.64817,18.30959,50,GALAXY,170
1.23767E+18,335.1022474,22.33198761,23.97927,22.54664,20.47654,19.61266,19.14758,52,GALAXY,751
1.23766E+18,126.3041285,36.51116911,18.66021,17.51186,17.0628,16.79228,16.57501,132,GALAXY,300
1.23766E+18,135.656066,32.51330968,24.39658,22.67106,20.99865,19.92615,19.31259,79,GALAXY,165
1.23768E+18,334.8880359,19.5167662,22.58106,22.04026,20.83457,19.7384,18.9702,71,STAR,113
1.23768E+18,348.7897367,11.44691764,24.17703,22.43166,20.74827,19.92678,19.56549,237,GALAXY,852
1.23768E+18,16.37836791,11.69268117,25.42744,21.8004,20.16859,19.23081,18.72874,417,GALAXY,803
1.23767E+18,270.4441981,24.39841157,20.36806,19.401,19.06583,18.91326,18.83243,143,STAR,332
1.23766E+18,243.4596093,4.321557871,20.02674,19.54689,19.12787,19.04249,18.90334,221,QSO,934
1.23768E+18,44.63524672,3.063170639,25.31808,20.81494,19.02972,18.43189,17.95399,166,GALAXY,930
1.23767E+18,186.3661963,33.8429488,23.1922,22.23682,20.56438,19.54756,19.12353,456,GALAXY,329
1.23766E+18,124.1273645,38.24138894,22.18258,20.35624,19.56327,19.20953,19.07584,125,STAR,950
1.23766E+18,183.8972746,7.693968192,19.21718,17.20134,16.23444,15.78002,15.44363,127,GALAXY,556
1.23766E+18,186.5467259,7.666925971,17.8455,16.25663,15.53013,15.1297,14.86618,145,GALAXY,158
1.23766E+18,209.6198974,6.943111479,18.27416,16.32,15.41089,14.99114,14.66247,298,GALAXY,436
1.23768E+18,347.6540663,-1.825285075,25.46499,23.61704,21.84731,20.76943,19.98424,137,GALAXY,49
1.23767E+18,349.7482267,18.29671179,24.7552,19.83793,18.97273,18.68323,18.64264,134,STAR,353
1.23767E+18,343.1339189,29.62478717,21.75958,21.36788,20.68954,20.53941,19.9923,49,GALAXY,677
1.23767E+18,346.7132342,23.76660561,21.23156,19.05378,18.03956,17.67012,17.45609,93,STAR,801
1.23767E+18,347.9832671,21.40152297,19.8078,18.7437,18.24179,18.00876,17.89351,111,STAR,914
1.23767E+18,349.3137379,19.07582635,20.12043,19.48734,19.36383,19.31556,19.0461,129,QSO,590
1.23766E+18,164.2291215,52.67319859,20.1632,18.26299,17.04118,16.58678,16.23077,120,GALAXY,260
1.23766E+18,144.8889914,46.99661763,26.06642,21.75875,20.11151,19.33575,18.73141,29,GALAXY,125
1.23765E+18,222.2421555,3.429808516,24.52977,22.36972,20.45921,19.62884,19.28774,269,GALAXY,408
1.23768E+18,335.8309035,2.575892689,20.7768,20.13627,19.81709,19.5514,19.44897,168,QSO,337
1.23768E+18,350.5724017,2.83138955,21.12344,21.22907,21.12411,20.8729,20.84572,266,QSO,306
1.23768E+18,344.5880518,12.44653956,22.27257,21.61404,21.32984,21.32461,21.04798,210,QSO,218
1.23765E+18,130.3468039,1.847374759,25.70457,21.95172,20.80947,19.84112,19.60411,52,GALAXY,433
1.23768E+18,19.37185613,11.68101942,22.81359,21.24593,19.80105,19.03748,18.55877,437,GALAXY,933
1.23768E+18,25.20309637,11.22987032,23.40175,21.93437,20.29692,19.31177,18.7757,475,GALAXY,373
1.23766E+18,149.5725959,45.46422114,19.96465,18.67083,17.52877,17.11241,16.73508,161,QSO,10
1.23766E+18,152.0945096,46.29844762,24.87313,22.45773,21.07946,20.24592,19.53811,174,GALAXY,605
1.23766E+18,163.8260992,49.15985714,26.7228,22.5669,20.44396,19.37062,18.88694,230,GALAXY,947
1.23768E+18,6.832538412,22.29219664,21.83772,21.67904,21.63948,21.6811,20.95164,147,QSO,975
1.23767E+18,232.422771,21.02572042,19.81457,18.29216,17.30181,16.79302,16.46893,316,GALAXY,218
1.23765E+18,184.8339097,-2.004269886,22.36334,21.6466,21.53089,21.46142,20.81839,104,QSO,818
1.23766E+18,343.8643584,-0.230265986,23.41644,23.05205,22.15027,21.36819,21.17727,248,GALAXY,226
1.23767E+18,39.4089705,28.2861327,18.49019,17.23142,17.01336,16.94974,16.96012,123,STAR,455
1.23768E+18,1.097835741,1.554762443,24.37503,22.65736,22.1962,21.90067,21.55554,337,QSO,835
1.23766E+18,243.5885544,4.246595889,20.50992,18.85438,18.24816,17.99767,17.85274,222,STAR,632
1.23768E+18,43.68551589,3.137418031,25.7596,20.51943,20.29031,19.39918,20.00588,160,GALAXY,698
1.23768E+18,6.865936859,-7.154726112,27.22902,21.84943,20.67181,19.77106,19.79382,15,GALAXY,513
1.23765E+18,11.50539326,15.25058183,20.76827,19.01807,17.76954,17.26842,16.90605,225,GALAXY,544
1.23768E+18,331.8647524,18.99078603,24.01917,20.68846,19.00233,18.33698,17.95263,51,GALAXY,120
1.23768E+18,3.114580986,13.23511063,21.07027,20.30078,20.03976,19.96021,19.73953,330,QSO,558
1.23766E+18,234.4188514,31.23676215,20.84553,18.55561,17.53464,17.03128,16.6857,45,GALAXY,403
1.23766E+18,232.9009377,32.01260829,24.31151,22.41238,20.56911,19.63707,19.14466,35,GALAXY,399
1.23765E+18,193.8695645,-2.531345135,21.35319,20.71644,20.41322,20.43999,20.25038,273,STAR,346
1.23766E+18,253.9064188,18.66393144,21.17775,18.85413,17.59711,17.03573,16.63321,189,GALAXY,398
1.23767E+18,145.1412154,28.29247837,23.66208,23.48087,22.10035,21.73389,21.236,219,GALAXY,570
1.23768E+18,3.049543324,3.202809534,21.01768,21.01003,20.88296,20.63683,20.49519,350,QSO,456
1.23768E+18,14.70339174,3.189159826,21.06145,20.3176,20.04783,19.90143,19.91403,427,STAR,202
1.23766E+18,179.9065231,54.41283395,21.19274,21.22865,21.00375,20.95184,21.30767,183,QSO,407
1.23766E+18,181.6663413,54.43828419,21.60686,21.49624,21.45761,21.23923,21.28811,190,QSO,176
1.23766E+18,241.9543419,26.9458478,20.71997,19.00217,17.70787,17.0995,16.70292,97,GALAXY,896
1.23768E+18,9.687321898,1.508855044,22.114,21.2802,20.63103,20.20052,19.97175,394,QSO,410
1.23768E+18,356.1705293,11.93282979,25.26096,20.75404,19.07934,18.39785,18.00679,285,GALAXY,256
1.23768E+18,345.705024,2.76970987,19.58314,19.23843,18.8997,18.72596,18.46987,234,QSO,226
1.23766E+18,335.7504121,-0.337589533,23.5941,24.74442,22.85914,22.30709,22.28958,194,GALAXY,839
1.23766E+18,336.2301874,-0.383978191,19.9285,17.77395,16.57805,16.10178,15.65858,197,GALAXY,350
1.23766E+18,336.4022646,-0.417446175,20.22107,19.49033,18.86874,18.65119,18.46111,198,GALAXY,108
1.23766E+18,333.8726221,-0.293213537,22.77295,24.2466,22.06902,20.49502,19.78474,181,GALAXY,603
1.23766E+18,231.3316642,32.59887767,23.45292,20.71039,18.80981,18.17969,17.86136,25,GALAXY,517
1.23766E+18,234.9426976,30.88778359,22.75552,22.12564,20.37753,19.37603,18.86058,49,GALAXY,797
1.23766E+18,231.0390141,32.85603194,18.88262,17.11356,16.31854,15.95065,15.6636,23,GALAXY,481
1.23768E+18,319.1862169,9.493415804,19.66683,17.4443,16.52038,16.16879,15.95986,42,STAR,253
1.23767E+18,144.7926477,5.905970111,27.24852,22.01629,20.72158,19.85362,19.29826,198,GALAXY,331
1.23767E+18,145.8610616,14.78074021,22.94196,22.32549,21.54469,20.57326,20.40422,204,GALAXY,136
1.23767E+18,176.5891541,33.51802635,22.46781,22.44467,20.21867,19.11686,18.38853,401,GALAXY,719
1.23768E+18,346.8925828,-1.841838145,23.34303,22.73775,22.19749,21.83072,21.46028,132,GALAXY,13
1.23768E+18,347.2726671,-1.919714016,23.94217,22.66932,20.74722,19.60163,19.13544,134,GALAXY,853
1.23766E+18,176.1047589,7.499846889,17.62475,16.01222,15.19363,14.78527,14.47606,75,GALAXY,191
1.23766E+18,173.6980601,7.491185896,20.11101,18.36709,17.33378,16.85323,16.50491,60,GALAXY,480
1.23767E+18,64.81169724,15.38146863,18.40382,16.86565,15.87002,15.44294,15.16938,136,GALAXY,214
1.23767E+18,239.9841022,18.91234496,19.42303,19.08759,18.8076,18.66245,18.43612,81,QSO,27
1.23766E+18,228.0188263,52.05365719,24.17132,22.35211,21.10235,20.04879,19.28486,116,GALAXY,409
1.23766E+18,175.5412518,54.12807402,23.60673,22.13754,20.82954,19.89988,19.48657,166,GALAXY,142
1.23768E+18,344.1506756,18.37791435,23.13129,20.28085,19.68565,19.34912,19.2284,81,STAR,492
1.23766E+18,252.7871529,20.53972125,18.0367,17.00706,16.58839,16.40925,16.2794,176,STAR,52
1.23765E+18,152.6315191,2.417828104,19.38389,18.0979,17.30361,16.90455,16.69195,200,GALAXY,469
1.23765E+18,156.5787196,2.456176571,25.64737,22.52475,21.25472,20.09703,19.76303,227,GALAXY,651
1.23768E+18,345.8254893,19.31880176,26.84833,20.78175,19.10993,18.37626,17.89914,139,GALAXY,797
1.23768E+18,340.1328008,2.826268675,22.48677,21.94688,20.24136,19.4225,19.05854,197,GALAXY,753
1.23768E+18,0.024257885,22.28844885,21.5686,21.56959,21.04366,21.11622,20.98896,105,QSO,746
1.23767E+18,214.7750241,26.23138944,18.91452,17.82512,17.40111,17.12318,16.99686,203,GALAXY,27
1.23767E+18,199.0253755,28.8561429,19.91538,18.24513,17.30149,16.82666,16.45447,108,GALAXY,308
1.23766E+18,172.3219303,53.70625135,18.65318,17.63865,17.36274,17.18044,17.08353,153,GALAXY,299
1.23766E+18,167.9888963,58.92479907,22.92518,21.26039,20.68211,20.40689,21.3644,279,GALAXY,40
1.23766E+18,132.5834205,30.69204044,20.55308,18.12743,17.04092,16.51115,16.14464,57,GALAXY,149
1.23766E+18,144.6131762,31.13358535,23.54742,22.85954,21.97736,21.75748,21.20317,117,GALAXY,468
1.23766E+18,137.9875365,33.68955339,19.19184,18.05866,17.63484,17.35918,17.23936,94,GALAXY,217
1.23768E+18,6.289883944,13.23816913,22.53341,22.04878,21.99654,21.90789,21.26198,351,QSO,714
1.23766E+18,240.2018316,27.98621504,20.22885,18.44836,17.36108,16.84735,16.51489,85,GALAXY,445
1.23766E+18,232.1228315,32.28420657,24.30762,23.23991,21.98596,20.62745,19.85073,30,GALAXY,291
1.23768E+18,345.1456628,32.66201398,19.94372,19.74812,19.43031,19.19898,19.08165,35,QSO,372
1.23768E+18,1.678368065,34.25049934,22.72127,20.59146,20.13864,20.1251,20.10103,127,STAR,620
1.23768E+18,14.24468839,11.86218451,22.67677,21.89114,19.46894,18.24438,17.66689,403,GALAXY,60
1.23768E+18,318.8293504,8.100133271,24.1864,21.68507,19.87083,19.07428,18.59396,38,GALAXY,603
1.23768E+18,332.1745036,19.15222328,26.73432,22.68205,21.06429,20.0748,19.60625,53,GALAXY,81
1.23768E+18,345.3528987,21.23323553,27.03757,23.83266,21.75584,20.37154,19.7482,137,QSO,853
1.23768E+18,340.7136415,20.66889946,24.44211,21.53666,19.66703,18.88802,18.48259,108,GALAXY,486
1.23766E+18,178.8189832,54.2404721,21.96587,22.20772,21.63653,21.68265,21.12664,179,QSO,714
1.23766E+18,146.517409,47.69229715,20.79183,20.82639,20.94047,20.67573,20.87904,37,QSO,665
1.23767E+18,221.2437168,21.32521685,23.86601,20.87372,19.32022,18.15784,17.55449,130,STAR,319
1.23765E+18,166.6736446,-2.47546925,22.53831,22.1996,22.14672,22.14814,21.65381,92,GALAXY,262
1.23766E+18,335.6285421,-0.295779174,24.97505,21.91877,20.29906,19.30389,18.65093,193,GALAXY,439
1.23766E+18,339.0865754,-0.268632915,24.93615,22.56834,17.70674,20.52435,16.64593,216,GALAXY,233
1.23768E+18,353.7109154,32.15841721,21.1789,21.17961,20.8462,20.76621,20.69561,44,QSO,38
1.23768E+18,1.794516297,32.58467149,24.56543,23.03734,21.72902,20.45586,19.5068,90,STAR,207
1.23768E+18,10.6863996,32.54273854,21.58351,21.39388,21.35507,21.38119,22.81239,140,GALAXY,336
1.23766E+18,140.0064153,11.10897818,20.39833,18.53676,17.62152,17.22825,16.90145,154,GALAXY,439
1.23766E+18,124.6531895,28.76651475,23.34257,22.00999,21.39169,21.25998,20.7899,55,STAR,972
1.23766E+18,243.4320545,4.313187809,19.03519,17.47085,16.86022,16.63442,16.49818,221,STAR,634
1.23767E+18,147.2619669,20.43922946,21.64224,21.20132,21.04301,21.0755,20.71535,228,QSO,368
1.23767E+18,186.7435908,33.76680391,23.62589,21.31894,20.3343,19.63851,19.23729,458,GALAXY,249
1.23766E+18,115.8144913,30.14471058,20.90764,20.93948,20.69397,20.69178,20.73838,54,QSO,137
1.23766E+18,126.7540855,40.3712925,21.33127,21.22881,20.89163,20.69721,20.83441,145,QSO,650
1.23768E+18,359.0772657,20.16743593,22.68789,22.00504,20.62841,19.79869,19.49194,222,GALAXY,295
1.23767E+18,158.0626043,24.75343981,22.3086,22.24224,21.66143,21.19313,20.82713,319,GALAXY,228
1.23765E+18,200.5081031,66.57943527,18.70436,17.43732,16.98066,16.6982,16.52279,210,GALAXY,151
1.23768E+18,15.2372704,11.87162669,22.53424,21.76865,21.77098,21.59392,22.15125,410,STAR,380
1.23767E+18,45.23644306,37.2187836,21.78383,20.37756,19.9413,19.82012,19.80792,192,STAR,230
1.23767E+18,37.48922767,25.19873483,18.73422,17.16567,16.59164,16.39303,16.30259,100,STAR,204
1.23767E+18,192.9295696,29.48200425,22.89602,21.51314,20.00739,18.99796,18.4711,72,GALAXY,143
1.23768E+18,342.6837676,12.26037054,25.65464,22.00716,21.6265,21.23352,21.03616,197,STAR,170
1.23766E+18,252.9435362,20.44823702,21.10303,18.93561,17.49757,16.12978,15.35591,177,STAR,70
1.23768E+18,346.1055067,2.863849922,24.50024,22.38252,20.80032,19.70793,19.31334,237,GALAXY,233
1.23768E+18,357.1538849,2.951011897,24.12914,22.20161,20.44636,19.45984,18.89834,310,GALAXY,295
1.23768E+18,8.032881527,22.2607896,21.73293,21.44796,21.45985,21.12099,20.92815,154,GALAXY,350
1.23766E+18,226.2250465,44.80585477,18.88322,17.75448,17.29257,17.08128,16.98397,192,STAR,347
1.23766E+18,241.6159363,36.18311799,17.6526,16.13642,15.50014,15.21836,15.08972,289,STAR,72
1.23766E+18,359.9398061,26.44972815,22.50606,25.24246,22.33912,20.55424,19.72569,116,GALAXY,443
1.23765E+18,195.8158343,-2.595430939,24.9051,22.03647,20.82506,19.51676,18.85278,286,STAR,438
1.23765E+18,193.6557876,-2.490771729,19.93753,19.57091,19.37324,19.08497,19.02983,272,QSO,119
1.23766E+18,123.6115565,39.75072131,18.78938,17.55794,17.09592,16.77179,16.62396,53,GALAXY,270
1.23768E+18,5.466045007,20.36712613,23.40267,22.89448,21.25626,20.1286,19.55411,262,GALAXY,659
1.23768E+18,1.776702909,1.655605766,24.17059,21.71096,21.54629,21.40479,21.0257,341,STAR,23
1.23766E+18,131.9589688,30.40203509,23.02586,20.51286,18.73727,18.04639,17.59884,53,GALAXY,83
1.23766E+18,135.89017,32.61101565,25.09695,22.26484,20.82825,19.8241,19.21467,80,GALAXY,101
1.23766E+18,242.9402282,26.19575379,19.887,18.00208,17.03234,16.59359,16.2449,105,GALAXY,115
1.23768E+18,349.1298595,11.51073573,22.44374,19.56734,18.13024,17.57829,17.13833,239,GALAXY,202
1.23768E+18,323.6927217,8.991965048,23.24508,21.97048,20.57833,19.67176,19.26348,71,GALAXY,31
1.23766E+18,23.90528012,-1.080959921,22.41057,22.86323,22.356,21.49314,21.7374,275,GALAXY,775
1.23766E+18,5.657430228,-1.057122167,23.20474,22.42033,21.94366,21.46567,21.41541,153,GALAXY,291
1.23767E+18,220.7695146,14.16436188,23.20728,21.59484,21.31533,21.57566,21.58218,75,QSO,584
1.23765E+18,165.3857833,66.95976123,19.4892,18.301,17.75135,17.39151,17.16933,119,GALAXY,454
1.23767E+18,50.12303075,0.801508456,19.67672,17.53747,16.64016,16.31118,16.11637,789,STAR,573
1.23766E+18,178.9593107,54.25648727,21.26512,20.91888,20.892,20.82502,20.6909,179,QSO,750
1.23766E+18,148.4614585,48.24987462,24.64779,22.46405,20.89819,19.79454,19.15236,47,STAR,858
1.23768E+18,345.6761518,19.24101944,23.52668,21.83615,20.96323,20.12934,20.26159,138,GALAXY,767
1.23766E+18,358.8660692,30.59140331,25.1275,21.81919,20.8588,19.94534,19.58577,88,GALAXY,911
1.23766E+18,245.1473655,24.81550779,18.11034,16.65678,15.88098,15.45752,15.16152,121,GALAXY,117
1.23768E+18,348.4344794,11.4540489,23.92736,20.36396,18.63706,17.9697,17.53775,234,GALAXY,774
1.23768E+18,11.49699348,11.81659419,24.55819,21.60881,19.64637,18.73988,18.23557,385,GALAXY,721
1.23766E+18,119.5400738,30.39089932,22.72312,21.89826,19.87943,19.03492,18.54777,77,GALAXY,473
1.23768E+18,317.3148679,-2.184221549,21.18879,20.37081,20.18481,20.15358,19.83708,32,QSO,538
1.23768E+18,337.9030419,2.96471688,22.6362,22.05075,21.68786,21.68552,21.69305,182,QSO,352
1.23768E+18,11.58226166,11.8540901,21.2357,21.02977,20.83388,20.6012,20.43778,386,QSO,202
1.23767E+18,110.2371941,39.84236007,19.59639,17.8282,16.97516,16.56569,16.23223,186,GALAXY,571
1.23766E+18,187.5027213,42.41007993,21.50669,21.54224,21.48119,21.22079,21.24031,187,QSO,836
1.23766E+18,130.3053593,43.05897244,23.49809,20.98696,19.5255,18.07903,17.25588,170,STAR,284
1.23767E+18,341.4960493,29.89922751,15.69896,14.59311,14.32788,14.24421,14.23739,120,STAR,257
1.23766E+18,172.396373,7.433791958,22.69928,22.09579,20.66761,19.56826,19.04238,51,GALAXY,903
1.23766E+18,185.3682503,7.694805061,19.49158,17.63629,16.74449,16.32099,16.01209,137,GALAXY,156
1.23766E+18,190.4611493,7.56197523,22.81144,22.52742,20.32825,19.2512,18.74847,171,GALAXY,225
1.23768E+18,346.8700878,-1.829869223,22.40845,20.27914,18.62295,17.99376,17.56645,131,GALAXY,722
1.23768E+18,347.0576079,-1.927973901,22.78363,21.39317,19.86496,19.34949,18.87396,133,GALAXY,201
1.23768E+18,347.1338314,-1.89238242,24.58674,20.97292,19.50634,18.92499,18.61842,133,GALAXY,122
1.23767E+18,240.9900462,18.50632095,21.66093,20.86412,20.51144,20.29763,20.04826,88,STAR,840
1.23766E+18,147.9463213,48.02935427,22.02208,23.05391,21.07151,19.62725,19.05752,44,GALAXY,373
1.23766E+18,164.0161873,52.64883209,25.34081,22.16542,20.69527,19.63639,19.08047,119,GALAXY,651
1.23768E+18,13.26032535,11.91896972,22.13137,21.65583,21.56478,21.22825,20.97674,397,QSO,252
